1,0.918,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
2,0.865,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
3,1,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
4,0.9,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
5,0.894,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
6,0.859,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
7,0.895,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
8,0.856,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
9,0.926,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
10,0.964,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
11,0.945,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
12,0.863,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
13,0.862,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
14,0.967,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
15,0.986,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
16,0.93,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
17,0.866,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
18,0.974,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
19,0.901,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
20,0.894,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
