1,0.96,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
2,0.857,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
3,0.861,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
4,0.863,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
5,0.97,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
6,0.992,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
7,0.953,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
8,0.869,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
9,0.959,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
10,0.866,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
11,0.867,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
12,0.946,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
13,0.899,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
14,0.948,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
15,0.963,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
16,0.938,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
17,0.961,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
18,0.885,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
19,0.96,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
20,0.996,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0.1,0.26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0.2,0
